location_id,latitude,longitude,rainfall_mm,soil_moisture,slope_degree,elevation_m,terrain_roughness,historical_landslide_count,landslide_occurred
1783,26.4995,90.4767,141.0,43.1,2.3,653,0.282,2,0
1784,27.3188,89.4585,37.9,26.2,20.7,1349,0.381,2,1
1785,29.4156,90.3403,64.5,34.4,42.4,2367,0.378,1,0
1786,25.9884,95.9997,41.1,30.5,2.2,236,0.04,1,0
1787,28.4724,91.1369,40.2,16.3,49.7,2572,0.672,5,0
1788,25.7512,94.5175,66.7,29.2,30.2,1809,0.431,2,0
1789,28.3957,96.1359,42.7,33.5,3.5,433,0.189,0,0
1790,27.304,88.7386,500.0,69.5,30.3,1449,0.527,5,0
1791,25.19,95.2677,24.9,,10.4,666,0.194,2,0
1792,26.2771,90.9228,49.4,25.1,34.9,1635,0.546,5,1
1793,25.747,90.0579,65.5,27.6,34.3,1839,0.36,3,0
1794,24.4296,94.5446,223.4,,69.9,2991,0.834,8,1
1795,24.1641,96.6431,43.1,30.2,6.9,838,0.153,0,0
1796,25.9056,90.8027,76.2,40.2,3.3,306,0.077,0,1
1797,24.1047,93.4039,26.1,11.8,60.1,2523,0.68,9,1
1798,24.9102,90.7534,68.0,23.5,43.8,2076,0.357,3,0
1799,27.9885,93.2657,,6.1,35.7,1662,0.618,7,1
1800,27.8945,93.9077,18.8,7.5,40.3,2404,0.531,2,0
1801,28.0622,93.7982,,36.9,9.8,704,0.158,0,0
1802,25.7443,93.9237,70.5,27.8,4.3,427,0.112,2,0
1803,28.8951,89.2833,35.5,19.6,41.7,1906,0.648,4,0
1804,27.2661,94.5886,41.4,17.7,49.1,2326,0.57,4,1
1805,24.6931,94.4101,1.5,35.5,4.2,692,0.385,0,0
1806,24.7905,94.4846,17.1,14.3,24.7,1635,0.209,2,0
1807,27.812,88.7037,166.1,45.6,41.0,1995,0.643,0,1
1808,24.9512,92.245,73.4,21.5,9.7,926,0.273,0,0
1809,26.7901,91.8858,47.5,11.9,32.9,1753,0.487,4,0
1810,29.4548,88.8238,241.5,52.6,8.4,1029,0.205,1,1
1811,24.022,90.1125,9.8,5.6,2.1,582,0.038,0,0
1812,24.0912,92.1891,201.1,47.9,19.4,1079,0.513,3,1
1813,29.462,95.0576,67.3,19.8,44.7,2381,0.696,7,0
1814,27.2155,90.2521,46.7,33.1,15.9,1310,0.252,1,0
1815,24.698,95.8826,492.8,83.0,24.9,1422,0.544,3,1
1816,28.9352,93.1851,,32.8,49.1,2755,0.394,5,1
1817,28.8421,95.224,227.2,30.3,15.2,1323,0.163,2,0
1818,26.9491,92.4893,4.5,27.2,60.9,2674,0.435,5,0
1819,27.4199,92.7423,31.9,39.2,20.8,1483,0.295,2,0
1820,25.5025,93.8873,11.2,13.4,27.5,1621,0.204,2,0
1821,24.2779,96.8157,36.1,17.1,21.8,1346,0.303,3,0
1822,27.2701,92.6722,7.6,31.0,39.4,2036,0.318,4,0
1823,25.6212,93.0222,112.7,21.9,7.4,993,0.342,3,0
1824,27.6499,93.719,3.0,25.6,5.4,744,0.369,3,0
1825,28.5993,95.0064,40.5,32.7,2.4,572,0.291,1,0
1826,24.0999,88.6826,188.0,26.4,62.8,2646,0.499,9,1
1827,27.2764,92.899,79.8,30.7,65.1,3018,0.741,6,1
1828,25.272,92.5751,209.3,45.7,36.5,2196,0.343,6,0
1829,28.8064,96.756,500.0,69.1,33.8,1950,0.529,3,0
1830,25.3952,92.6883,211.2,55.3,36.7,1604,0.472,2,1
1831,27.3592,92.449,39.2,13.9,62.0,3199,0.56,4,0
1832,27.0445,97.1409,63.5,23.0,15.0,1279,0.133,1,0
1833,26.1789,92.2805,17.8,33.2,43.0,2203,0.618,5,1
1834,27.7269,89.7184,63.4,17.5,35.2,1524,0.611,3,0
1835,27.9917,90.0607,98.9,41.3,9.4,870,0.329,0,0
1836,27.1182,88.9043,151.8,23.7,25.9,1174,0.558,5,0
1837,28.1713,88.0054,34.3,23.7,58.2,2652,0.762,11,1
1838,29.4088,92.1035,7.4,7.7,13.2,1068,0.166,2,0
1839,26.306,95.3078,107.0,37.6,14.5,1319,0.389,1,0
1840,26.8302,94.9679,10.9,30.6,11.4,806,0.216,2,1
1841,24.0686,88.3054,24.9,34.0,57.1,2986,0.576,8,1
1842,28.3782,93.4148,8.7,36.4,14.0,1303,0.156,1,0
1843,26.8613,89.4657,18.0,27.6,43.9,1871,0.683,3,0
1844,26.2438,96.9402,64.8,35.9,66.9,2944,0.736,2,0
1845,24.5174,89.59,9.3,21.5,21.8,1469,0.252,2,0
1846,28.8931,93.9531,0.2,33.3,9.0,990,0.209,1,0
1847,26.1725,91.0993,0.8,24.9,9.9,771,0.235,0,1
1848,27.7542,94.0948,71.7,40.2,18.6,1304,0.423,0,0
1849,24.8216,91.9165,55.2,18.0,19.2,1297,0.498,3,0
1850,29.2885,95.2166,41.8,24.7,56.5,2878,0.505,4,1
1851,24.9814,90.1915,128.0,41.6,18.0,1323,0.309,3,0
1852,25.0975,96.605,119.6,24.0,35.5,1580,0.474,5,1
1853,28.7244,92.752,74.2,19.3,42.9,1927,0.443,3,0
1854,29.0192,95.1829,17.3,37.2,2.3,285,0.217,1,0
1855,25.1668,96.0724,24.4,20.9,43.9,2509,0.335,6,0
1856,26.5839,97.4889,14.4,11.8,29.1,1903,0.261,7,0
1857,28.0342,90.1275,34.2,18.7,67.4,3354,0.61,3,1
1858,28.831,90.7255,71.7,24.9,21.4,1038,0.509,4,0
1859,26.0848,90.3791,364.0,64.2,19.6,1286,0.27,1,1
1860,26.8436,90.4973,1.8,33.8,65.5,2851,0.537,2,0
1861,28.0794,93.5332,26.6,38.5,18.8,1110,0.422,2,0
1862,28.0212,97.4385,5.2,25.6,15.8,919,0.485,5,0
1863,28.3063,97.4076,382.5,68.6,68.6,3424,0.641,8,1
1864,27.1346,93.0043,2.6,14.9,19.7,989,0.135,0,0
1865,24.5754,94.0708,30.6,34.9,12.5,1052,0.359,1,0
1866,28.9719,96.1697,11.9,12.7,39.8,2381,0.431,3,0
1867,28.7606,96.8629,82.6,16.9,66.4,3237,0.712,10,0
1868,28.3895,89.9367,14.4,36.7,13.4,691,0.2,1,0
1869,24.5492,93.0211,216.5,55.5,21.5,1595,0.144,0,1
1870,25.1242,95.912,23.4,16.6,22.4,1446,0.287,0,0
1871,28.0898,90.8804,111.1,38.0,39.0,1979,0.542,2,1
1872,24.1273,92.1782,133.5,33.9,68.5,3302,0.614,4,1
1873,29.3857,97.3634,,14.9,39.5,2295,0.351,6,0
1874,26.0743,97.3579,143.7,29.3,43.0,2154,0.472,3,0
1875,27.9562,96.608,199.3,30.7,42.5,2172,0.584,4,0
1876,28.8816,95.5853,27.2,24.8,46.3,2269,0.356,2,0
1877,26.1705,90.5567,226.3,43.5,27.0,1231,0.457,2,1
1878,25.7552,91.0481,165.8,38.9,9.9,1047,0.333,2,1
1879,27.3481,93.1992,32.6,14.9,6.1,432,0.189,0,0
1880,27.1954,93.3274,25.7,36.9,14.8,968,0.487,8,0
1881,26.2503,92.8023,1.3,24.8,11.7,839,0.436,8,1
1882,27.3098,94.0484,4.9,33.4,69.1,3060,0.587,8,1
1883,29.1446,91.8791,8.6,8.9,10.0,782,0.079,0,0
1884,26.572,95.1172,1.4,24.3,36.9,2009,0.369,7,0
1885,25.0821,91.1687,4.9,31.8,7.8,630,0.134,1,0
1886,26.0746,91.1414,10.5,16.1,68.0,2941,0.672,4,1
1887,26.1676,89.2086,500.0,65.6,27.5,1809,0.551,4,1
1888,24.7211,89.7928,74.0,21.0,29.7,1968,0.546,6,1
1889,24.8958,96.0799,83.5,22.3,34.4,1797,0.352,3,0
1890,27.7651,92.2397,49.8,24.1,25.3,1341,0.34,1,0
1891,25.8671,90.1647,221.4,39.1,56.7,2401,0.393,5,1
1892,29.2519,95.2137,10.7,14.2,37.3,1618,0.466,3,0
1893,25.3398,93.2628,65.0,32.1,55.9,2611,0.398,2,1
1894,24.5441,88.201,500.0,61.2,44.7,2539,0.673,5,1
1895,28.1443,91.0054,167.4,33.6,28.3,1743,0.535,2,0
1896,28.8457,89.6815,21.6,28.6,7.6,648,0.136,3,1
1897,25.5296,94.2308,136.0,25.0,19.4,1554,0.409,2,0
1898,25.1115,90.6128,317.2,46.4,52.4,2496,0.577,5,1
1899,25.0217,88.617,500.0,65.8,21.7,1162,0.465,1,1
1900,26.8711,88.5219,66.2,11.8,15.1,1002,0.291,2,0
1901,26.5763,93.5264,20.0,21.6,21.0,1088,0.217,2,0
1902,25.4269,88.2064,16.1,7.5,39.6,2304,0.52,4,1
1903,24.2485,96.0635,6.2,13.8,4.5,533,0.062,0,0
1904,26.6482,89.4763,5.1,36.4,13.8,1113,0.326,0,0
1905,29.2763,93.7624,97.0,44.1,26.5,1432,0.262,4,0
1906,27.5889,92.2245,24.1,13.9,44.7,2519,0.572,2,0
1907,26.7253,92.2071,0.5,14.3,6.9,826,0.377,4,0
1908,24.6088,88.6821,4.7,19.6,10.3,854,0.112,1,0
1909,25.3884,95.6261,11.1,32.3,42.9,1909,0.446,3,0
1910,25.6213,96.484,78.3,38.4,24.8,1723,0.459,5,0
1911,28.2064,88.1047,401.1,52.6,11.6,947,0.143,2,0
1912,28.8219,89.6967,140.0,23.8,28.8,1452,0.419,3,0
1913,28.959,96.5871,48.9,23.0,5.9,951,0.308,3,0
1914,29.4151,93.2202,107.0,43.7,44.6,1922,0.439,3,1
1915,29.403,89.4254,7.7,33.1,67.4,3016,0.782,8,0
1916,29.2415,89.9265,380.7,49.8,16.9,1152,0.317,1,1
1917,24.395,94.2699,0.2,22.6,24.1,1302,0.411,2,0
1918,24.7579,94.8858,275.0,39.7,16.2,1082,0.164,1,1
1919,25.6746,93.6946,16.2,27.9,53.6,2429,0.367,1,0
1920,27.0409,97.0549,3.4,33.7,24.2,1159,0.182,4,0
1921,24.5334,92.6936,37.7,23.0,57.7,2434,0.746,9,0
1922,28.6519,90.8526,6.1,7.8,38.4,1746,0.609,4,1
1923,27.3922,92.5337,4.1,23.2,19.2,1535,0.451,3,1
1924,26.983,91.4168,18.4,19.4,14.0,1063,0.173,2,0
1925,24.9092,90.132,93.9,40.4,38.0,1962,0.464,6,0
1926,25.3929,88.4367,27.5,18.2,30.9,1605,0.524,1,0
1927,24.8817,91.346,13.1,33.5,5.9,832,0.309,2,0
1928,28.6856,94.7584,2.8,13.4,14.5,779,0.143,0,1
1929,27.2133,88.1752,128.2,23.6,6.9,569,0.404,2,1
1930,28.0432,92.1722,71.8,22.1,16.2,1207,0.172,1,0
1931,25.6282,94.1181,15.4,7.3,45.9,2271,0.375,3,1
1932,26.0419,93.7988,170.4,32.1,33.4,1975,0.583,5,1
1933,26.2267,95.3782,45.5,30.3,45.8,2560,0.499,6,0
1934,28.1801,95.6999,12.3,10.3,27.8,1788,0.334,5,0
1935,28.2479,94.7612,103.6,19.4,40.9,1865,0.494,3,0
1936,25.1375,88.9766,160.7,26.3,32.5,1464,0.609,4,1
1937,29.1785,92.5127,1.5,7.1,25.7,1247,0.219,4,0
1938,24.6636,93.7324,100.1,43.1,19.9,1444,0.435,4,0
1939,28.9287,90.3329,70.6,42.0,44.9,2536,0.433,3,1
1940,24.5522,88.4042,30.0,9.3,25.6,1772,0.217,0,1
1941,25.455,90.1241,23.8,31.1,13.4,845,0.258,2,1
1942,28.6556,92.3215,29.8,31.0,44.9,2484,0.519,6,1
1943,24.9872,91.9323,,38.2,20.8,1307,0.221,2,1
1944,26.2746,89.6783,5.3,16.0,33.8,2028,0.387,5,0
1945,26.4742,95.8319,52.9,19.3,43.1,2208,0.542,1,0
1946,25.3489,96.794,25.2,21.5,18.7,950,0.355,1,1
1947,27.9063,89.9128,27.5,34.5,34.0,1515,0.516,2,0
1948,28.6823,96.8309,169.1,46.1,40.6,2394,0.605,2,1
1949,28.8102,88.1697,129.3,33.6,15.5,1018,0.267,0,0
1950,25.8663,96.7871,32.5,15.8,25.7,1373,0.341,1,0
1951,26.9197,97.0433,192.8,48.6,17.2,1037,0.313,6,1
1952,25.3662,88.1145,31.8,34.9,6.3,617,0.269,2,1
1953,25.3464,95.2487,500.0,72.1,21.6,1625,0.187,1,1
1954,24.8869,97.2169,44.2,30.4,15.4,760,0.228,1,0
1955,29.1701,96.6061,6.1,17.8,23.0,1103,0.222,3,0
1956,28.8839,97.2217,63.1,26.5,23.8,1605,0.313,4,1
1957,28.2755,93.2281,32.2,24.6,10.6,909,0.46,3,0
1958,26.8471,88.7425,5.7,29.6,12.7,698,0.318,1,0
1959,26.6983,96.073,4.4,35.8,33.4,1460,0.394,5,0
1960,26.9136,93.8314,8.2,19.4,37.6,1761,0.477,4,0
1961,26.9511,93.84,1.4,15.4,19.3,1055,0.396,4,0
1962,26.3901,91.9639,383.3,58.4,50.0,2110,0.507,7,1
1963,24.7247,93.4325,45.3,13.7,7.0,531,0.226,0,0
1964,24.6912,89.459,230.1,39.2,11.1,1061,0.355,1,0
1965,29.2374,95.0278,18.4,9.2,23.3,1631,0.18,0,0
1966,26.6512,88.7127,3.9,18.4,37.4,2225,0.465,2,0
1967,29.2426,94.9329,146.4,25.9,66.0,3013,0.659,6,0
1968,24.8997,96.0653,260.5,44.1,51.7,2392,0.647,3,1
1969,27.0493,92.4885,57.8,35.9,11.1,1244,0.467,2,0
1970,25.1424,92.8434,142.8,28.0,24.5,1619,0.482,1,1
1971,25.3925,90.966,5.1,24.3,4.8,668,0.234,3,0
1972,24.1653,97.2099,290.0,64.8,17.8,990,0.186,2,1
1973,24.6542,94.9647,85.7,31.8,20.1,1129,0.369,4,1
1974,29.0427,91.5054,1.4,10.8,12.7,969,0.418,5,0
1975,25.7684,89.6607,28.7,18.5,26.5,1539,0.55,5,0
1976,27.3447,90.086,246.5,50.2,41.9,1786,0.609,2,0
1977,26.5576,92.4073,1.1,20.6,7.4,1068,0.125,1,0
1978,26.2025,96.9544,5.8,9.8,9.3,875,0.347,2,1
1979,26.9254,94.9744,43.2,23.3,31.7,1780,0.563,6,1
1980,25.0298,90.0448,2.7,21.9,51.3,2300,0.614,8,0
1981,29.4373,96.1658,95.9,23.5,67.1,3319,0.722,3,0
1982,28.5007,91.5929,473.4,75.9,60.1,3020,0.601,4,1
1983,28.0789,96.0914,139.7,22.1,57.9,2483,0.641,4,0
1984,26.5782,90.2961,44.0,19.9,38.5,2056,0.374,2,0
1985,24.8408,93.8773,233.9,55.6,15.6,1185,0.14,1,1
1986,29.0637,96.8034,9.8,13.7,27.8,1797,0.516,4,0
1987,25.8776,90.45,,52.0,39.9,1840,0.643,3,0
1988,24.2756,94.5828,7.2,18.2,20.8,1546,0.481,4,0
1989,25.8832,97.3795,140.0,29.9,20.1,1227,0.268,2,0
1990,28.3695,89.4307,43.0,38.1,13.1,692,0.125,2,1
1991,27.4249,88.8398,130.9,29.7,45.4,1990,0.415,6,0
1992,28.1296,94.4049,28.3,15.1,53.2,2366,0.692,4,0
1993,28.365,91.2275,367.8,73.6,25.6,1322,0.433,0,1
1994,25.1658,88.6768,55.3,34.1,66.6,3111,0.831,5,0
1995,29.0808,92.5154,500.0,81.0,25.4,1640,0.306,3,1
1996,26.4089,95.1608,38.2,10.3,22.6,1135,0.371,2,0
1997,27.5146,90.7087,181.0,28.5,3.3,927,0.338,3,1
1998,24.0127,91.1829,132.7,39.2,24.0,1173,0.254,2,0
1999,29.4635,96.0341,16.6,12.9,27.7,1628,0.57,2,0
2000,25.5449,92.9407,86.3,21.1,22.4,1646,0.386,1,0
1618,25.9057,93.4261,110.5,40.0,22.7,1236,0.543,5,1
1906,27.5889,92.2245,24.1,13.9,44.7,2519,0.572,2,0
1267,25.566,89.6182,30.7,13.0,7.2,628,0.175,1,0
1263,25.7068,91.0774,19.1,23.6,9.9,1121,0.229,0,0
1119,26.3765,90.571,141.8,34.9,18.5,1345,0.168,2,1
